5.280218736537209224e+03,5.310583931055732137e+03,5.334949992552931690e+03,5.362724690579520939e+03,5.391021639787621098e+03,5.421223173759054589e+03,5.445215688508805215e+03,5.462822775509506755e+03,5.475868092022624296e+03,5.488435697005991642e+03,5.498594678684253267e+03,5.506036683604905193e+03,5.519323342887780200e+03,5.537418767957899036e+03,5.557040557726735642e+03,5.577548939943832011e+03,5.600244919388267590e+03,5.622698954712896011e+03,5.650311781794307535e+03,5.669957592784937333e+03,5.682444406561724463e+03,5.694668520563458515e+03
5.276663083613973868e+03,5.303829330629535434e+03,5.328494970965612993e+03,5.356054399080310759e+03,5.383408307882054942e+03,5.408694597904683178e+03,5.429900179426615978e+03,5.447793851561262272e+03,5.463720822603086162e+03,5.472299668855751406e+03,5.480188810432497121e+03,5.486962772509387833e+03,5.499295608199725393e+03,5.516284575547224449e+03,5.531368474082833018e+03,5.552804686262940777e+03,5.579739266355070868e+03,5.600870875393587085e+03,5.622986728659530854e+03,5.649348389252324523e+03,5.670336172882676692e+03,5.681939814943503734e+03
5.263681170806584305e+03,5.289301416335075373e+03,5.313581054104897703e+03,5.340529990032388923e+03,5.367715023655034202e+03,5.394533497274626825e+03,5.414027709520581084e+03,5.431947295221590139e+03,5.445364245634936196e+03,5.455365410198432073e+03,5.462227953042171066e+03,5.466335824040524130e+03,5.477631669606505966e+03,5.491958437535244229e+03,5.505800046428604219e+03,5.528239731681312151e+03,5.555604340829442663e+03,5.580683396393601470e+03,5.602904705484803344e+03,5.628285620245050268e+03,5.650912581379113362e+03,5.673857095301234949e+03
5.245835878903712910e+03,5.268988024448409305e+03,5.294979111126428506e+03,5.321976827110847807e+03,5.350561372901383038e+03,5.375964826549972713e+03,5.398155992262211839e+03,5.414612368428130139e+03,5.424377919269965787e+03,5.435598116980603663e+03,5.441474707563373158e+03,5.443951680527183271e+03,5.455800392534838466e+03,5.468090485496739348e+03,5.482503541066485923e+03,5.503297034554770107e+03,5.527659421694670527e+03,5.555123184885525916e+03,5.580786291552500188e+03,5.602291022637029528e+03,5.625129636213298909e+03,5.652035814033603856e+03
5.229063088120822613e+03,5.250121993543646568e+03,5.273221835036620178e+03,5.302268687259700528e+03,5.332650795272294090e+03,5.356882627386887179e+03,5.379913471432580991e+03,5.398652490420156937e+03,5.407352944949759149e+03,5.417067070489486468e+03,5.422370993706152149e+03,5.426118152723020103e+03,5.435254396141625875e+03,5.446654736120086454e+03,5.458950319693798519e+03,5.479107932692229951e+03,5.503134994118847317e+03,5.532514267524375100e+03,5.559242142604296532e+03,5.582320302072836967e+03,5.602264187807076269e+03,5.624752331693525775e+03
5.210323251763408734e+03,5.233154056021419819e+03,5.259795474155909687e+03,5.289016336109883014e+03,5.317066639673565987e+03,5.342431051764173390e+03,5.367831663437479619e+03,5.386601054952977393e+03,5.395461643225969965e+03,5.402870605620418246e+03,5.410884216982572070e+03,5.414694551510357087e+03,5.419814180251090875e+03,5.430109888486516866e+03,5.440746234587725667e+03,5.457713612624826055e+03,5.482970208364530663e+03,5.510708649075200810e+03,5.537477261306558830e+03,5.563720705662568434e+03,5.584712743529347790e+03,5.605217937348051237e+03
5.188381305623223852e+03,5.215069068260419044e+03,5.245780345334102094e+03,5.277581351142914173e+03,5.307368613522026862e+03,5.340049866204773025e+03,5.366097965019253934e+03,5.383487092669661251e+03,5.393955703368267677e+03,5.400248847843880867e+03,5.406048841567998352e+03,5.408664701716851596e+03,5.412931550772201263e+03,5.418770234390987753e+03,5.426071543017998920e+03,5.438807281220265395e+03,5.464178075925828125e+03,5.490832289792993834e+03,5.515351584526729312e+03,5.540517445692751608e+03,5.563594362347766946e+03,5.589148690361396802e+03
5.171817609560132951e+03,5.202378493013825391e+03,5.237287024445378847e+03,5.271950164496558500e+03,5.306990431129137505e+03,5.344530533569858562e+03,5.370421683848694556e+03,5.390738706493185418e+03,5.404918616099469546e+03,5.413067040002015347e+03,5.415570292539892762e+03,5.413273956573048054e+03,5.413423937695302811e+03,5.417957636100356467e+03,5.422343515907891742e+03,5.431168658486769345e+03,5.449889653912692665e+03,5.475603806627871563e+03,5.501533185475654136e+03,5.524758747995619160e+03,5.549260347801715398e+03,5.575575116132144103e+03
5.167570048576937552e+03,5.202779483468669241e+03,5.240383686130502610e+03,5.278684264277099828e+03,5.317593937941423064e+03,5.352776793424975040e+03,5.383290988506547365e+03,5.404894781727711234e+03,5.419744045303124949e+03,5.429391200161097913e+03,5.429946644935975200e+03,5.426446544637662555e+03,5.424293643256719406e+03,5.424382930622905405e+03,5.425934909422323472e+03,5.430725563863765274e+03,5.444782869542994376e+03,5.464621323634361033e+03,5.488868091454385649e+03,5.514088133813550485e+03,5.537221460932318223e+03,5.565427545302040926e+03
5.170332184872159814e+03,5.207073220401464823e+03,5.245684114330448210e+03,5.288299119119355055e+03,5.332207102130655585e+03,5.368099366077064587e+03,5.400402209675956328e+03,5.423658407911264476e+03,5.437826929028509767e+03,5.449106386897913580e+03,5.447077012961113724e+03,5.443176343672096664e+03,5.440164975875029086e+03,5.436285260658622065e+03,5.432160292779975862e+03,5.435243081426137906e+03,5.445138233591473181e+03,5.459102364333600235e+03,5.478340881999982230e+03,5.504721767808998266e+03,5.532980428731285429e+03,5.561294700446195748e+03
